MAJ   , Code Postal , Latitude , Longitude , Eloignement 
GERMAINVILLIERS   ,52150,48.116667,5.65,1.8
GERMAY   ,52230,48.416667,5.35,1.38
GERMISAY   ,52230,48.4,5.35,1.31
GIEY SUR AUJON ,52210,47.9,5.066667,0.9
GILLANCOURT   ,52330,48.166667,5,1.25
GILLAUME   ,52230,48.466667,5.333333,1.6
GILLEY   ,52500,47.683333,5.633333,1.85
GONAINCOURT   ,52150,48.216667,5.6,1.57
GOURZON   ,52170,48.55,5.083333,1.97
GRAFFIGNY CHEMIN  ,52150,48.166667,5.633333,1.73
GRANDCHAMP   ,52600,47.725,5.45,-1
GRENANT   ,52500,47.716667,5.5,1.71
GUINDRECOURT AUX ORMES ,52300,48.45,5.033333,1.68
GUINDRECOURT SUR BLAISE ,52330,48.3,4.966667,1.33
GUYONVELLE   ,52400,47.85,5.716667,2.1
HACOURT   ,52150,48.166667,5.566667,1.42
HALLIGNICOURT   ,52100,48.65,4.866667,2.41
HARMEVILLE   ,52230,48.45,5.35,1.53
HARREVILLE LES CHANTEURS ,52150,48.266667,5.633333,1.73
HEUILLEY COTTON  ,52600,47.766667,5.366667,1.49
HEUILLEY LE GRAND ,52600,47.75,5.4,1.56
HUILLIECOURT   ,52150,48.166667,5.55,1.35
HUMBECOURT   ,52290,48.583333,4.9,2.12
HUMBERVILLE   ,52700,48.283333,5.383333,0.79
ILLOUD   ,52150,48.216667,5.566667,1.42
IS EN BASSIGNY ,52140,48.033333,5.45,1.35
ISOMES   ,52190,47.65,5.3,2
JOINVILLE   ,52300,48.45,5.133333,1.53
JONCHERY   ,52000,48.133333,5.083333,0.76
JORQUENAY   ,52200,47.9,5.316667,0.9
JUZENNECOURT   ,52330,48.183333,4.983333,1.22
LACHAPELLE EN BLAISY ,52330,48.2,4.966667,1.29
LAFAUCHE   ,52700,48.3,5.5,1.37
LAFERTE SUR AMANCE ,52500,47.833333,5.7,2.03
LAFERTE SUR AUBE ,52120,48.1,4.783333,2.12
LAHARMAND   ,52000,48.166667,5.083333,1.1
LAMANCINE   ,52310,48.216667,5.116667,0.61
LAMARGELLE AUX BOIS ,52160,47.7,5.05,1.78
LAMOTHE EN BLAISY ,52330,48.233333,4.95,1.37
LANDEVILLE   ,52270,48.366667,5.283333,1.16
LANEUVELLE   ,52400,47.916667,5.666667,1.88
LANEUVILLE A REMY ,52220,48.483333,4.883333,1.84
LANEUVILLE AU PONT ,52100,48.633333,4.866667,2.34
LANGRES   ,52200,47.866667,5.333333,1.05
LANNES   ,52260,47.933333,5.316667,0.75
LANQUES SUR ROGNON ,52800,48.083333,5.366667,0.97
LANTY SUR AUBE ,52120,48.016667,4.766667,2.2
LAVERNOY   ,52140,47.916667,5.566667,1.47
LAVILLE AUX BOIS ,52000,48.1,5.233333,1.64
LAVILLENEUVE   ,52140,48.033333,5.516667,1.2
LAVILLENEUVE AU ROI ,52330,48.166667,4.933333,1.44
LAVILLENEUVE AUX FRESNES ,52330,48.216667,4.85,1.82
LECEY   ,52360,47.866667,5.433333,1.05
LECOURT   ,52140,48.016667,5.566667,1.42
LEFFONDS   ,52210,47.966667,5.166667,1.31
LENIZEUL   ,52240,48.05,5.55,1.35
LEUCHEY   ,52190,47.733333,5.216667,1.63
LEURVILLE   ,52700,48.333333,5.383333,1.01
LEVECOURT   ,52150,48.133333,5.566667,1.42
LEZEVILLE   ,52230,48.433333,5.383333,1.45
LIFFOL LE PETIT ,52700,48.3,5.533333,1.68
LES LOGES  ,52500,47.783333,5.5,1.41
LONGCHAMP   ,52240,48.133333,5.433333,1.41
LONGEVILLE SUR LA LAINES,52220,48.45,4.683333,2.58
LOUVEMONT   ,52130,48.55,4.9,1.97
LOUVIERES   ,52800,48.033333,5.283333,0.6
LOUZE   ,52220,48.433333,4.716667,2.43
LUZY SUR MARNE ,52000,48.05,5.183333,1.24
MAATZ   ,52500,47.7,5.45,1.93
MACONCOURT   ,52300,48.383333,5.25,1.75
MAISONCELLES   ,52240,48.133333,5.533333,1.27
MAIZIERES   ,52300,48.5,5.066667,1.75
MAIZIERES SUR AMANCE ,52500,47.833333,5.616667,1.65
MALAINCOURT SUR MEUSE ,52150,48.15,5.6,1.57
MANDRES LA COTE ,52800,48.066667,5.333333,0.52
MANOIS   ,52700,48.283333,5.366667,0.79
MARAC   ,52260,47.916667,5.2,1.57
MARANVILLE   ,52370,48.133333,4.866667,1.75
MARAULT   ,52310,48.183333,5.1,0.95
MARBEVILLE   ,52320,48.283333,5.016667,1.74
MARCILLY EN BASSIGNY ,52360,47.9,5.516667,1.2
MARDOR   ,52200,47.883333,5.2,1.23
MAREILLES   ,52700,48.183333,5.266667,1.18
MARMESSE   ,52120,48.05,4.916667,1.52
MARNAY SUR MARNE ,52800,48,5.233333,1.42
MAULAIN   ,52140,48.016667,5.583333,1.5
MELAY   ,52400,47.883333,5.8,2.48
MENNOUVEAUX   ,52240,48.1,5.416667,1.55
MERREY   ,52240,48.05,5.6,1.73
MERTRUD   ,52110,48.416667,4.883333,1.67
MEURES   ,52310,48.2,5.066667,1.32
MEUVY   ,52240,48.083333,5.55,1.35
MILLIERES   ,52240,48.133333,5.416667,1.67
MIRBEL   ,52320,48.283333,5.05,1.06
MOESLAINS   ,52100,48.616667,4.9,2.26
MONTCHARVOT   ,52400,47.9,5.733333,2.18
MONTESSON   ,52500,47.816667,5.666667,1.88
MONTHERIES   ,52330,48.166667,4.916667,1.52
MONTIER EN DER ,52220,48.483333,4.766667,2.2
MONTLANDON   ,52600,47.85,5.483333,1.12
MONTOT SUR ROGNON ,52700,48.283333,5.283333,0.85
MONTREUIL SUR BLAISE ,52130,48.483333,4.966667,1.67
MONTREUIL SUR THONNANCE ,52230,48.45,5.233333,1.59
MONTSAON   ,52000,48.083333,5.033333,1.46
MONTSAUGEON   ,52190,47.666667,5.316667,1.93
MORANCOURT   ,52110,48.433333,5,1.45
MORIONVILLIERS   ,52700,48.366667,5.416667,1.2
MOUILLERON   ,52160,47.7,5.116667,1.78
MUSSEAU   ,52160,47.7,5.116667,1.78
MUSSEY SUR MARNE ,52300,48.383333,5.15,1.23
NARCY   ,52170,48.583333,5.083333,2.12
NEUILLY L EVEQUE ,52360,47.916667,5.433333,0.82
NEUILLY SUR SUIZE ,52000,48.05,5.15,0.96
NEUVELLE LES VOISEY ,52400,47.866667,5.8,2.48
NIJON   ,52150,48.2,5.633333,1.73
NINVILLE   ,52800,48.066667,5.433333,1.67
NOIDANT CHATENOY  ,52600,47.8,5.383333,1.34
NOIDANT LE ROCHEUX ,52200,47.816667,5.233333,1.27
NOMECOURT   ,52300,48.433333,5.066667,1.45
NONCOURT SUR LE RONGEANT,52230,48.416667,5.25,1.38
NOYERS   ,52240,48.066667,5.483333,1.05
OCCEY   ,52190,47.616667,5.266667,2.15
ODIVAL   ,52800,48.033333,5.366667,0.62
ORBIGNY AU MONT ,52360,47.883333,5.45,0.97
ORBIGNY AU VAL ,52360,47.883333,5.433333,0.97
ORCEVAUX   ,52250,47.783333,5.266667,1.41
ORGES   ,52120,48.083333,4.933333,1.44
ORMANCEY   ,52200,47.9,5.183333,1.49
ORMOY LES SEXFONTAINES ,52310,48.216667,5.066667,1.27
ORMOY SUR AUBE ,52120,48,4.816667,1.97
ORQUEVAUX   ,52700,48.3,5.4,0.87
OSNE LE VAL ,52300,48.5,5.183333,1.75
OUDINCOURT   ,52310,48.216667,5.083333,0.76
OUTREMECOURT   ,52150,48.216667,5.683333,1.95
OZIERES   ,52700,48.166667,5.466667,1.29
LE PAILLY  ,52600,47.8,5.416667,1.34
PALAISEUL   ,52600,47.766667,5.416667,1.49
PANCEY   ,52230,48.466667,5.283333,1.6
PAROY SUR SAULX ,52300,48.516667,5.266667,2.14
PEIGNEY   ,52200,47.883333,5.366667,0.98
PERCEY LE PAUTEL ,52250,47.75,5.316667,1.61
PERRUSSE   ,52240,48.1,5.483333,1.05
PIEPAPE   ,52190,47.716667,5.316667,1.71
PIERREFONTAINES   ,52160,47.8,5.2,1.91
PISSELOUP   ,52500,47.833333,5.733333,2.18
PLANRUPT   ,52220,48.5,4.783333,2.12
PLESNOY   ,52360,47.883333,5.5,1.12
POINSENOT   ,52160,47.716667,5,1.71
POINSON LES GRANCEY ,52160,47.7,4.983333,1.78
POINSON LES NOGENT ,52800,48,5.366667,0.78
POISEUL   ,52360,47.916667,5.483333,1.05
POISSONS   ,52230,48.416667,5.216667,1.89
PONT LA VILLE ,52120,48.083333,4.883333,1.67
POULANGY   ,52800,48.033333,5.25,1.09
PRANGEY   ,52190,47.733333,5.266667,1.63
PRASLAY   ,52160,47.733333,5.1,1.63
PRATZ   ,52330,48.25,4.9,1.59
PRAUTHOY   ,52190,47.666667,5.283333,1.93
PRESSIGNY   ,52500,47.75,5.666667,1.88
PREZ SOUS LAFAUCHE ,52700,48.283333,5.5,1.33
PREZ SUR MARNE ,52170,48.566667,5.05,2.04
PROVENCHERES SUR MARNE ,52320,48.316667,5.116667,0.94
PROVENCHERES SUR MEUSE ,52140,48,5.533333,1.27
PUELLEMONTIER   ,52220,48.5,4.7,2.5
LE PUITS DES MEZES,52340,48.133333,5.266667,1.3
RACHECOURT SUR MARNE ,52170,48.533333,5.1,1.89
RANCONNIERES   ,52140,47.933333,5.55,1.35
RANGECOURT   ,52140,48.05,5.483333,1.14
RAVENNEFONTAINES   ,52140,48.033333,5.6,1.57
RECOURT   ,52140,47.966667,5.5,1.12
RENNEPONT   ,52370,48.15,4.85,1.82
REYNEL   ,52700,48.3,5.333333,0.87
RIAUCOURT   ,52000,48.183333,5.15,1.2
RICHEBOURG   ,52120,48.016667,5.066667,2.19
RIMAUCOURT   ,52700,48.25,5.333333,0.65
RIVIERES LE BOIS ,52600,47.733333,5.433333,1.63
RIVIERES LES FOSSES ,52190,47.666667,5.233333,1.93
ROCHEFORT SUR LA COTE,52700,48.216667,5.2,1.65
ROCHES SUR MARNE ,52410,48.616667,5.016667,2.26
ROCHES SUR ROGNON ,52270,48.3,5.266667,0.87
ROLAMPONT   ,52260,47.95,5.266667,0.68
ROMAIN SUR MEUSE ,52150,48.166667,5.533333,1.41
ROOCOURT LA COTE ,52310,48.216667,5.15,1.49
ROSOY SUR AMANCE ,52600,47.833333,5.533333,1.45
ROUECOURT   ,52320,48.333333,5.066667,1.07
ROUELLES   ,52160,47.8,5.083333,1.34
ROUGEUX   ,52500,47.816667,5.583333,1.5
ROUVRES SUR AUBE ,52160,47.85,4.966667,1.67
ROUVROY SUR MARNE ,52300,48.35,5.15,1.32
ROZIERES   ,52220,48.416667,4.816667,1.97
RUPT   ,52300,48.416667,5.133333,1.38
SAILLY   ,52230,48.433333,5.266667,1.45
SAINT BROINGT LE BOIS,52190,47.733333,5.416667,2.15
SAINT BROINGT LES FOSSES,52190,47.716667,5.266667,1.71
SAINT CIERGUES  ,52200,47.883333,5.25,0.97
SAINT DIZIER  ,52100,48.633333,4.95,2.34
SAINT GEOSMES  ,52200,47.833333,5.333333,1.19
SAINT LOUP SUR AUJON,52210,47.883333,5.083333,0.97
SAINT MARTIN SUR LA,52330,48.15,4.95,1.37
SAINT MARTIN LES LANGRES,52200,47.883333,5.266667,0.97
SAINT MAURICE  ,52200,47.85,5.4,1.33
SAINT MICHEL  ,52190,47.716667,5.3,1.71
SAINT THIEBAULT  ,52150,48.2,5.583333,1.5
SAINT VALLIER SUR MARNE,52200,47.833333,5.4,1.36
SANTENOGE   ,52160,47.733333,5,1.63
SARCEY   ,52800,48.05,5.3,0.44
SARCICOURT   ,52000,48.15,5.066667,1.1
SARREY   ,52140,48,5.433333,1.45
SAUCOURT SUR ROGNON ,52270,48.35,5.183333,1.52
SAUDRON   ,52230,48.5,5.333333,1.75
SAULLES   ,52500,47.716667,5.516667,1.71
SAULXURES   ,52140,47.95,5.583333,1.5
SAUVAGE MAGNY  ,52220,48.416667,4.733333,2.35
SAVIGNY   ,52500,47.716667,5.65,1.8
SEMILLY   ,52700,48.266667,5.466667,0.98
SERQUEUX   ,52400,47.983333,5.733333,2.18
SEXFONTAINES   ,52330,48.2,5.033333,1.5
SIGNEVILLE   ,52700,48.266667,5.266667,0.97
SILVAROUVRES   ,52120,48.066667,4.783333,2.12
SOMMANCOURT   ,52130,48.5,5.033333,1.75
SOMMERECOURT   ,52150,48.233333,5.666667,1.88
SOMMERMONT   ,52300,48.466667,5.1,1.6
SOMMEVILLE   ,52170,48.533333,5.1,1.89
SOMMEVOIRE   ,52220,48.416667,4.833333,1.9
SONCOURT SUR MARNE ,52320,48.25,5.116667,0.97
SOULAINCOURT   ,52230,48.433333,5.316667,1.45
SOULAUCOURT SUR MOUZON ,52150,48.2,5.683333,1.95
SOYERS   ,52400,47.866667,5.7,2.03
SUZANNECOURT   ,52300,48.45,5.166667,1.53
TERNAT   ,52210,47.9,5.133333,0.9
THILLEUX   ,52220,48.433333,4.8,2.05
THIVET   ,52800,47.983333,5.283333,0.94
THOL LES MILLIERES ,52240,48.15,5.483333,1.05
THONNANCE LES JOINVILLE ,52300,48.45,5.166667,1.53
THONNANCE LES MOULINS ,52230,48.416667,5.3,1.38
TORCENAY   ,52600,47.816667,5.466667,1.27
TORNAY   ,52500,47.7,5.6,1.78
TREIX   ,52000,48.15,5.183333,1.08
TREMILLY   ,52110,48.366667,4.783333,2.26
TROISCHAMPS   ,52600,47.883333,5.516667,1.69
TRONCHOY   ,52260,47.95,5.333333,1.1
VAILLANT   ,52160,47.7,5.15,1.78
VALCOURT   ,52100,48.616667,4.9,2.26
VALDELANCOURT   ,52120,48.1,5,1.38
VALLERET   ,52130,48.483333,5,1.67
VALLEROY   ,52500,47.7,5.65,1.8
VAUDRECOURT   ,52150,48.2,5.65,1.8
VAUDREMONT   ,52330,48.133333,4.9,1.59
VAUXBONS   ,52200,47.883333,5.15,1.84
VAUX LA DOUCE ,52400,47.866667,5.733333,2.18
VAUX SOUS AUBIGNY ,52190,47.65,5.283333,2
VAUX SUR BLAISE ,52130,48.466667,4.966667,1.6
VAUX SUR SAINT URBAIN,52300,48.383333,5.2,1.23
VECQUEVILLE   ,52300,48.45,5.15,1.53
VELLES   ,52500,47.833333,5.716667,2.1
VERBIESLES   ,52000,48.066667,5.183333,1.08
VERSEILLES LE BAS ,52250,47.766667,5.283333,1.49
VERSEILLES LE HAUT ,52250,47.766667,5.3,1.49
VESAIGNES SOUS LAFAUCHE ,52700,48.283333,5.433333,0.82
VESAIGNES SUR MARNE ,52800,48,5.266667,0.97
VESVRES SOUS CHALANCEY ,52190,47.7,5.166667,1.78
VICQ   ,52400,47.916667,5.6,1.57
VIEUX MOULINS  ,52200,47.85,5.25,1.12
VIEVILLE   ,52310,48.233333,5.133333,1.18
VIGNES LA COTE ,52700,48.266667,5.3,0.72
VIGNORY   ,52320,48.283333,5.1,0.79
VILLARS EN AZOIS ,52120,48.066667,4.75,2.27
VILLARS SAINT MARCELLIN ,52400,47.933333,5.783333,2.4
VILLE EN BLAISOIS ,52130,48.433333,4.966667,1.45
VILLEMERVRY   ,52160,47.683333,5.066667,1.85
VILLEMORON   ,52160,47.666667,5.1,1.93
VILLIERS AUX BOIS ,52130,48.55,4.983333,1.97
VILLIERS AUX CHENES ,52110,48.366667,4.9,1.59
VILLIERS EN LIEU ,52100,48.666667,4.9,2.48
VILLIERS LE SEC ,52000,48.1,5.066667,0.91
VILLIERS LES APREY ,52190,47.75,5.216667,1.56
VILLIERS SUR MARNE ,52320,48.333333,5.15,1.32
VILLIERS SUR SUIZE ,52210,47.983333,5.2,1.71
VIOLOT   ,52600,47.766667,5.433333,1.49
VITRY EN MONTAGNE ,52160,47.833333,5.083333,1.19
VITRY LES NOGENT ,52800,47.983333,5.35,0.81
VIVEY   ,52160,47.733333,5.066667,1.63
VOILLECOMTE   ,52130,48.5,4.866667,1.75
VOISEY   ,52400,47.883333,5.783333,2.4
VOISINES   ,52200,47.85,5.166667,1.59
VONCOURT   ,52500,47.716667,5.666667,1.88
VOUECOURT   ,52320,48.266667,5.133333,0.89
VRAINCOURT   ,52310,48.233333,5.116667,0.81
VRONCOURT LA COTE ,52240,48.15,5.516667,1.2
WASSY   ,52130,48.5,4.95,1.75
SAINTE LIVIERE  ,52290,48.6,4.816667,2.19
BETTAINCOURT SUR ROGNON ,52270,48.3,5.25,0.87
BUSSIERES LES BELMONT ,52500,47.75,5.55,1.56
CHALMESSIN   ,52160,47.7,5.066667,1.78
CHOIGNES   ,52000,48.1,5.166667,0.63
ESNOMS AU VAL ,52190,47.683333,5.2,1.85
FAYL BILLOT  ,52500,47.783333,5.6,1.57
HORTES   ,52600,47.833333,5.55,1.69
LANEUVILLE A BAYARD ,52170,48.55,5.066667,1.97
LONGEAU   ,52250,47.766667,5.3,1.49
MONTIGNY LE ROI ,52140,48,5.5,1.12
PARNOT   ,52400,48,5.65,1.8
PIERREFAITES   ,52500,47.8,5.666667,1.88
POUILLY EN BASSIGNY ,52400,47.983333,5.633333,1.73
VARENNES SUR AMANCE ,52400,47.9,5.616667,1.65
VILLARS MONTROYER  ,52160,47.75,4.983333,1.56
AHUILLE   ,53940,48.016667,-0.883333,1
ALEXAIN   ,53240,48.233333,-0.766667,0.87
AMPOIGNE   ,53200,47.816667,-0.816667,1.66
ANDOUILLE   ,53240,48.183333,-0.783333,0.55
ARGENTON NOTRE DAME ,53290,47.783333,-0.583333,1.83
ARGENTRE   ,53210,48.083333,-0.65,0.94
ARON   ,53440,48.3,-0.55,0.83
ARQUENAY   ,53170,47.983333,-0.566667,0.8
ASSE LE BERENGER ,53600,48.15,-0.316667,1.54
ASTILLE   ,53230,47.966667,-0.85,1.08
ATHEE   ,53400,47.883333,-0.95,1.32
AVERTON   ,53700,48.333333,-0.216667,1.99
AZE   ,53200,47.816667,-0.683333,1.66
LA BACONNIERE  ,53240,48.183333,-0.883333,1.95
BAIS   ,53160,48.25,-0.366667,1.32
BALLEE   ,53340,47.933333,-0.416667,1.09
BALLOTS   ,53350,47.9,-1.05,1.77
BANNES   ,53340,47.983333,-0.35,1.39
LA BAROCHE GONDOUIN ,53110,48.466667,-0.45,1.69
LA BAZOGE MONTPINCON ,53440,48.283333,-0.583333,1.36
LA BAZOUGE DE CHEMERE,53170,48.016667,-0.5,1.54
LA BAZOUGE DES ALLEUX,53470,48.183333,-0.616667,0.51
BAZOUGES   ,53200,47.833333,-0.716667,1.57
BAZOUGERS   ,53170,48.016667,-0.583333,1
BEAULIEU SUR OUDON ,53320,48.016667,-1,1.52
BELGEARD   ,53440,48.25,-0.55,1.04
BIERNE   ,53290,47.816667,-0.533333,1.66
LE BIGNON DU MAINE,53170,47.95,-0.616667,0.97
LA BIGOTTIERE  ,53240,48.216667,-0.8,0.62
BLANDOUET   ,53270,48.05,-0.333333,1.47
BONCHAMP LES LAVAL ,53960,48.066667,-0.7,0.37
BOUCHAMPS LES CRAON ,53800,47.816667,-1,1.66
BOUERE   ,53290,47.866667,-0.466667,1.4
BOUESSAY   ,53290,47.883333,-0.4,1.41
LE BOURGNEUF LA FORET,53410,48.166667,-0.966667,1.37
BOURGON   ,53410,48.166667,-1.066667,1.82
BRAINS SUR LES MARCHES,53350,47.883333,-1.183333,2.34
BRECE   ,53120,48.4,-0.8,1.35
BREE   ,53150,48.15,-0.516667,0.64
BRETIGNOLLES LE MOULIN ,53110,48.466667,-0.533333,1.69
LA BRULATTE  ,53410,48.083333,-0.95,1.29
LE BURET  ,53170,47.916667,-0.516667,1.15
CARELLES   ,53120,48.383333,-0.9,1.47
CHAILLAND   ,53420,48.233333,-0.866667,0.92
CHALONS DU MAINE ,53470,48.166667,-0.65,1.16
CHAMMES   ,53270,48.083333,-0.383333,1.24
CHAMPEON   ,53640,48.366667,-0.516667,1.18
CHAMPFREMONT   ,53370,48.433333,-0.083333,2.58
CHAMPGENETEUX   ,53160,48.3,-0.366667,1.32
CHANGE   ,53810,48.1,-0.8,0.62
CHANTRIGNE   ,53300,48.416667,-0.566667,1.43
LA CHAPELLE ANTHENAISE ,53950,48.133333,-0.683333,1
LA CHAPELLE AU RIBOUL,53440,48.316667,-0.433333,1.79
LA CHAPELLE CRAONNAISE ,53230,47.9,-0.916667,1.23
LA CHAPELLE RAINSOUIN ,53150,48.1,-0.516667,1.1
LES CHAPELLES  ,53250,48.45,-0.333333,1.6
CHARCHIGNE   ,53250,48.416667,-0.416667,1.43
CHATEAU GONTIER  ,53200,47.833333,-0.7,1.57
CHATELAIN   ,53200,47.816667,-0.6,1.66
CHATILLON SUR COLMONT ,53100,48.316667,-0.75,2.07
CHATRES LA FORET ,53600,48.133333,-0.433333,1.31
CHEMAZE   ,53200,47.783333,-0.766667,1.83
CHEMERE LE ROI ,53340,47.983333,-0.433333,1.02
CHEVAIGNE DU MAINE ,53250,48.433333,-0.383333,1.52
CIGNE   ,53300,48.416667,-0.6,1.43
COLOMBIERS DU PLESSIS ,53120,48.383333,-0.833333,1.26
COMMER   ,53470,48.233333,-0.616667,1.32
CONGRIER   ,53800,47.816667,-1.116667,2.04
CONTEST   ,53100,48.266667,-0.65,0.71
COSMES   ,53230,47.916667,-0.866667,1.15
COSSE EN CHAMPAGNE ,53340,47.966667,-0.333333,1.47
COSSE LE VIVIEN ,53230,47.95,-0.916667,1.15
COUDRAY   ,53200,47.783333,-0.633333,1.83
COUPTRAIN   ,53250,48.483333,-0.3,1.78
COURBEVEILLE   ,53230,48,-0.883333,1.05
COURCITE   ,53700,48.316667,-0.25,1.84
CRAON   ,53400,47.85,-0.95,1.49
CRENNES SUR FRAUBEE ,53700,48.383333,-0.283333,1.69
LA CROIXILLE  ,53380,48.2,-1.066667,1.82
LA CROPTE  ,53170,47.966667,-0.5,1.2
CUILLE   ,53540,47.966667,-1.116667,2.04
DAON   ,53200,47.75,-0.633333,2
DENAZE   ,53400,47.883333,-0.883333,1.32
DESERTINES   ,53190,48.466667,-0.866667,1.91
DEUX EVAILLES  ,53150,48.183333,-0.533333,0.76
LA DOREE  ,53190,48.45,-0.966667,1.6
ENTRAMMES   ,53260,48,-0.716667,0.96
EPINEUX LE SEGUIN ,53340,47.95,-0.366667,1.32
ERNEE   ,53500,48.3,-0.933333,1.22
EVRON   ,53600,48.166667,-0.4,1.17
FONTAINE COUVERTE  ,53350,47.916667,-1.133333,2.11
FORCE   ,53260,48.033333,-0.7,0.88
FOUGEROLLES DU PLESSIS ,53190,48.466667,-0.983333,1.69
FROMENTIERES   ,53200,47.866667,-0.666667,1.4
GASTINES   ,53540,47.95,-1.1,1.97
GENNES SUR GLAIZE ,53200,47.85,-0.6,1.49
GESNES   ,53150,48.15,-0.583333,1.08
GESVRES   ,53370,48.383333,-0.15,2.29
GORRON   ,53120,48.416667,-0.816667,1.43
LA GRAVELLE  ,53410,48.066667,-1.016667,1.59
GRAZAY   ,53440,48.283333,-0.483333,0.79
GREZ EN BOUERE ,53290,47.883333,-0.516667,1.32
LA HAIE TRAVERSAINE ,53300,48.366667,-0.616667,1.18
LE HAM  ,53250,48.383333,-0.383333,1.28
HAMBERS   ,53160,48.25,-0.416667,1.16
HARDANGES   ,53640,48.333333,-0.4,1.41
HERCE   ,53120,48.416667,-0.85,1.43
LE HORPS  ,53640,48.4,-0.466667,1.35
HOUSSAY   ,53360,47.916667,-0.733333,1.15
L HUISSERIE  ,53970,48.016667,-0.766667,0.96
IZE   ,53160,48.233333,-0.316667,1.54
JUBLAINS   ,53160,48.25,-0.5,2.15
JUVIGNE   ,53380,48.233333,-1.033333,1.67
LAIGNE   ,53200,47.85,-0.816667,1.68
LANDIVY   ,53190,48.466667,-1.033333,1.69
LARCHAMP   ,53220,48.366667,-1,1.52
LAUBRIERES   ,53540,47.95,-1.083333,1.89
LAUNAY VILLIERS  ,53410,48.133333,-1,1.52
LAVAL   ,53000,48.066667,-0.766667,0.47
LESBOIS   ,53120,48.433333,-0.8,1.52
LEVARE   ,53120,48.416667,-0.916667,1.62
LIVRE   ,53400,47.883333,-0.966667,1.37
LOIGNE SUR MAYENNE ,53200,47.866667,-0.75,1.4
LOIRON   ,53320,48.066667,-0.933333,1.37
LONGUEFUYE   ,53200,47.866667,-0.616667,1.4
LOUPFOUGERES   ,53700,48.333333,-0.35,1.71
LOUVERNE   ,53950,48.133333,-0.7,1
LOUVIGNE   ,53210,48.066667,-0.633333,0.58
MADRE   ,53250,48.483333,-0.383333,1.78
MAISONCELLES DU MAINE ,53170,47.966667,-0.65,1.29
MARCILLE LA VILLE ,53440,48.3,-0.5,0.83
MARIGNE PEUTON  ,53200,47.866667,-0.8,1.53
MAYENNE   ,53100,48.3,-0.616667,1.04
MEE   ,53400,47.8,-0.866667,1.75
MELLERAY LA VALLEE ,53110,48.466667,-0.566667,1.7
MENIL   ,53200,47.783333,-0.666667,1.83
MERAL   ,53230,47.966667,-0.983333,1.61
MESLAY DU MAINE ,53170,47.95,-0.55,0.97
MEZANGERS   ,53600,48.183333,-0.433333,1.25
MONTAUDIN   ,53220,48.383333,-1,1.52
MONTENAY   ,53500,48.283333,-0.9,1.07
MONTFLOURS   ,53240,48.166667,-0.733333,1.09
MONTIGNE LE BRILLANT ,53970,48.016667,-0.816667,1.16
MONTJEAN   ,53320,48.016667,-0.966667,1.37
MONTOURTIER   ,53150,48.2,-0.55,1.17
MONTSURS   ,53150,48.133333,-0.55,0.5
MOULAY   ,53100,48.266667,-0.633333,0.92
NEAU   ,53150,48.15,-0.466667,1.44
NEUILLY LE VENDIN ,53250,48.5,-0.333333,1.86
NIAFLES   ,53400,47.85,-1,1.52
NIORT LA FONTAINE ,53110,48.433333,-0.533333,1.52
NUILLE SUR OUETTE ,53210,48.066667,-0.533333,1.48
NUILLE SUR VICOIN ,53970,47.983333,-0.783333,0.88
OLIVET   ,53410,48.116667,-0.916667,1.15
OISSEAU   ,53300,48.366667,-0.683333,1.18
ORGERES LA ROCHE ,53140,48.55,-0.233333,2.12
ORIGNE   ,53360,47.95,-0.716667,1.33
LA PALLU  ,53140,48.5,-0.3,1.86
PARIGNE SUR BRAYE ,53100,48.316667,-0.65,0.92
PARNE SUR ROC ,53260,48,-0.666667,1.16
LE PAS  ,53300,48.433333,-0.7,1.52
PEUTON   ,53360,47.883333,-0.816667,1.32
PLACE   ,53240,48.25,-0.783333,1.14
POMMERIEUX   ,53400,47.833333,-0.9,1.57
PONTMAIN   ,53220,48.433333,-1.05,1.74
PORT BRILLET  ,53410,48.116667,-0.966667,1.37
POULAY   ,53640,48.366667,-0.516667,1.18
PREAUX   ,53340,47.933333,-0.466667,1.68
PRE EN PAIL ,53140,48.45,-0.2,2.06
RAVIGNY   ,61420,48.45,-0.066667,2.66
RENAZE   ,53800,47.8,-1.05,1.75
RENNES EN GRENOUILLES ,53110,48.483333,-0.483333,1.78
LE RIBAY  ,53640,48.383333,-0.416667,1.26
LA ROE  ,53350,47.9,-1.1,1.97
LA ROUAUDIERE  ,53390,47.833333,-1.183333,2.34
RUILLE FROID FONDS ,53170,47.916667,-0.633333,1.2
RUILLE LE GRAVELAIS ,53320,48.05,-0.95,1.29
SAINT AIGNAN DE COUPTRAIN,53250,48.45,-0.3,1.61
SAINT AIGNAN SUR ROE,53390,47.85,-1.133333,2.11
SAINT AUBIN DU DESERT,53700,48.3,-0.2,2.06
SAINT AUBIN FOSSE LOUVAIN,53120,48.466667,-0.833333,1.69
SAINT BAUDELLE  ,53100,48.283333,-0.633333,0.75
SAINT BERTHEVIN LA TANNIERE,53220,48.4,-0.95,1.52
SAINT BRICE  ,53290,47.866667,-0.45,1.4
SAINT CALAIS DU DESERT,53140,48.483333,-0.266667,1.78
SAINT CENERE  ,53150,48.116667,-0.6,1.59
SAINT CHARLES LA FORET,53170,47.916667,-0.55,1.15
SAINT CHRISTOPHE DU LUAT,53150,48.133333,-0.466667,1.48
